Time,Car,State,Speed,Throttle,Brake,TargetSpeed,SplineProgress,Lap,LateralOffset,Banding,Event
75.72,AiRacer (1),Overtake,160.6,1.00,0.00,220.0,0.2510,1,0.36,1.000,tick
75.72,AiRacer (2),Overtake,160.3,1.00,0.00,220.0,0.2499,1,0.41,1.000,tick
75.72,AiRacer (3),Defend,163.4,1.00,0.00,220.0,0.2533,1,0.08,1.000,tick
75.72,AiRacer (4),Overtake,155.9,1.00,0.00,220.0,0.2445,1,-0.07,1.000,tick
75.72,AiRacer (5),Overtake,157.6,1.00,0.00,220.0,0.2426,1,-0.28,1.000,tick
75.72,AiRacer (6),Overtake,157.0,1.00,0.00,220.0,0.2460,1,-0.14,1.000,tick
75.72,AiRacer (7),Overtake,155.3,1.00,0.00,220.0,0.2433,1,-0.16,1.000,tick
76.22,PLAYER,—,192.2,1.00,0.00,—,0.3432,1,-0.22,—,tick
76.22,AiRacer,Race,198.2,1.00,0.00,220.0,0.3252,1,-0.07,1.000,tick
76.22,AiRacer (1),Overtake,164.8,1.00,0.00,220.0,0.2572,1,0.51,1.000,tick
76.22,AiRacer (2),Overtake,164.4,1.00,0.00,220.0,0.2561,1,0.54,1.000,tick
76.22,AiRacer (3),Defend,167.2,1.00,0.00,220.0,0.2596,1,0.13,1.000,tick
76.22,AiRacer (4),Overtake,160.2,1.00,0.00,220.0,0.2505,1,0.29,1.000,tick
76.22,AiRacer (5),Overtake,161.8,1.00,0.00,220.0,0.2487,1,0.13,1.000,tick
76.22,AiRacer (6),Overtake,161.4,1.00,0.00,220.0,0.2521,1,0.00,1.000,tick
76.22,AiRacer (7),Overtake,159.8,1.00,0.00,220.0,0.2492,1,0.22,1.000,tick
76.27,AiRacer (3),Race,167.6,1.00,0.00,220.0,0.2602,1,0.13,1.000,state:Defend->Race
76.27,AiRacer (3),Defend,167.6,1.00,0.00,220.0,0.2602,1,0.13,1.000,state:Race->Defend
76.73,PLAYER,—,192.3,0.71,0.00,—,0.3505,1,-0.23,—,tick
76.73,AiRacer,Race,199.4,1.00,0.00,220.0,0.3327,1,-0.03,1.000,tick
76.73,AiRacer (1),Overtake,168.6,1.00,0.00,220.0,0.2636,1,0.57,1.000,tick
76.73,AiRacer (2),Overtake,168.0,1.00,0.00,220.0,0.2624,1,0.59,1.000,tick
76.73,AiRacer (3),Defend,170.6,1.00,0.00,220.0,0.2660,1,0.21,1.000,tick
76.73,AiRacer (4),Overtake,164.1,1.00,0.00,220.0,0.2567,1,0.48,1.000,tick
76.73,AiRacer (5),Overtake,165.6,1.00,0.00,220.0,0.2549,1,0.40,1.000,tick
76.73,AiRacer (6),Overtake,165.5,1.00,0.00,220.0,0.2583,1,0.05,1.000,tick
76.73,AiRacer (7),Overtake,164.0,1.00,0.00,220.0,0.2554,1,0.45,1.000,tick
77.23,PLAYER,—,191.0,0.71,0.00,—,0.3578,1,0.02,—,tick
77.23,AiRacer,Race,200.5,1.00,0.00,220.0,0.3403,1,0.01,1.000,tick
77.23,AiRacer (1),Overtake,172.0,1.00,0.00,220.0,0.2700,1,0.58,1.000,tick
77.23,AiRacer (2),Overtake,171.3,1.00,0.00,220.0,0.2688,1,0.58,1.000,tick
77.23,AiRacer (3),Defend,173.7,1.00,0.00,220.0,0.2725,1,0.33,1.000,tick
77.23,AiRacer (4),Overtake,167.6,1.00,0.00,220.0,0.2630,1,0.56,1.000,tick
77.23,AiRacer (5),Overtake,169.0,1.00,0.00,220.0,0.2612,1,0.53,1.000,tick
77.23,AiRacer (6),Overtake,169.1,1.00,0.00,220.0,0.2646,1,0.06,1.000,tick
77.23,AiRacer (7),Overtake,167.7,1.00,0.00,220.0,0.2617,1,0.55,1.000,tick
77.56,AiRacer (1),Race,174.1,1.00,0.00,220.0,0.2744,1,0.55,1.000,state:Overtake->Race
77.56,AiRacer (1),Overtake,174.1,1.00,0.00,220.0,0.2744,1,0.55,1.000,state:Race->Overtake
77.73,PLAYER,—,187.6,0.00,0.00,—,0.3649,1,0.62,—,tick
77.73,AiRacer,Race,201.5,1.00,0.00,218.4,0.3480,1,0.11,1.000,tick
77.73,AiRacer (1),Overtake,175.1,1.00,0.00,220.0,0.2766,1,0.53,1.000,tick
77.73,AiRacer (2),Overtake,174.3,1.00,0.00,220.0,0.2754,1,0.55,1.000,tick
77.73,AiRacer (3),Defend,176.5,1.00,0.00,220.0,0.2792,1,0.37,1.000,tick
77.73,AiRacer (4),Overtake,170.8,1.00,0.00,220.0,0.2694,1,0.57,1.000,tick
77.73,AiRacer (5),Overtake,172.1,1.00,0.00,220.0,0.2677,1,0.57,1.000,tick
77.73,AiRacer (6),Overtake,172.4,1.00,0.00,220.0,0.2711,1,0.04,1.000,tick
77.73,AiRacer (7),Overtake,171.0,1.00,0.00,220.0,0.2681,1,0.57,1.000,tick
77.77,AiRacer (2),Race,174.6,1.00,0.00,220.0,0.2760,1,0.55,1.000,state:Overtake->Race
77.77,AiRacer (2),Overtake,174.6,1.00,0.00,220.0,0.2760,1,0.55,1.000,state:Race->Overtake
77.78,AiRacer (3),Race,176.7,1.00,0.00,220.0,0.2798,1,0.37,1.000,state:Defend->Race
77.78,AiRacer (3),Defend,176.7,1.00,0.00,220.0,0.2799,1,0.37,1.000,state:Race->Defend
78.12,AiRacer (6),Race,174.8,1.00,0.00,220.0,0.2763,1,0.01,1.000,state:Overtake->Race
78.12,AiRacer (6),Overtake,174.8,1.00,0.00,220.0,0.2763,1,0.01,1.000,state:Race->Overtake
78.23,PLAYER,—,166.8,0.00,0.00,—,0.3716,1,0.73,—,tick
78.23,AiRacer,Race,177.5,0.00,0.00,171.4,0.3553,1,0.36,1.000,tick
78.23,AiRacer (1),Overtake,177.8,1.00,0.00,220.0,0.2833,1,0.28,1.000,tick
78.23,AiRacer (2),Overtake,177.0,1.00,0.00,220.0,0.2821,1,0.38,1.000,tick
78.23,AiRacer (3),Defend,178.9,1.00,0.00,220.0,0.2860,1,0.34,1.000,tick
78.23,AiRacer (4),Overtake,173.7,1.00,0.00,220.0,0.2760,1,0.54,1.000,tick
78.23,AiRacer (5),Overtake,174.9,1.00,0.00,220.0,0.2743,1,0.55,1.000,tick
78.23,AiRacer (6),Overtake,175.4,1.00,0.00,220.0,0.2778,1,-0.01,1.000,tick
78.23,AiRacer (7),Overtake,174.0,1.00,0.00,220.0,0.2747,1,0.55,1.000,tick
78.28,AiRacer (4),Race,174.0,1.00,0.00,220.0,0.2767,1,0.54,1.000,state:Overtake->Race
78.29,AiRacer (4),Overtake,174.0,1.00,0.00,220.0,0.2767,1,0.54,1.000,state:Race->Overtake
78.39,AiRacer (7),Race,174.9,1.00,0.00,220.0,0.2767,1,0.54,1.000,state:Overtake->Race
78.39,AiRacer (7),Overtake,174.9,1.00,0.00,220.0,0.2768,1,0.54,1.000,state:Race->Overtake
78.50,AiRacer (5),Race,176.3,1.00,0.00,220.0,0.2780,1,0.53,1.000,state:Overtake->Race
78.50,AiRacer (5),Overtake,176.3,1.00,0.00,220.0,0.2780,1,0.53,1.000,state:Race->Overtake
78.73,PLAYER,—,158.6,0.00,0.00,—,0.3778,1,0.37,—,tick
78.73,AiRacer,Race,169.3,0.40,0.00,171.4,0.3618,1,0.77,1.000,tick
78.73,AiRacer (1),Overtake,180.3,1.00,0.00,220.0,0.2901,1,0.03,1.000,tick
78.73,AiRacer (2),Overtake,179.4,1.00,0.00,220.0,0.2888,1,0.11,1.000,tick
78.73,AiRacer (3),Defend,181.1,1.00,0.00,220.0,0.2928,1,0.29,1.000,tick
78.73,AiRacer (4),Overtake,176.2,1.00,0.00,220.0,0.2826,1,0.49,1.000,tick
78.73,AiRacer (5),Overtake,177.4,1.00,0.00,220.0,0.2810,1,0.47,1.000,tick
78.73,AiRacer (6),Overtake,178.0,1.00,0.00,220.0,0.2845,1,-0.07,1.000,tick
78.73,AiRacer (7),Overtake,176.7,1.00,0.00,220.0,0.2813,1,0.43,1.000,tick
79.23,PLAYER,—,151.2,0.00,0.00,—,0.3836,1,0.08,—,tick
79.23,AiRacer,Race,168.2,0.63,0.00,171.4,0.3681,1,0.77,1.000,tick
79.23,AiRacer (1),Overtake,182.5,1.00,0.00,220.0,0.2970,1,-0.13,1.000,tick
79.23,AiRacer (2),Overtake,181.5,1.00,0.00,220.0,0.2957,1,-0.09,1.000,tick
79.23,AiRacer (3),Defend,183.1,1.00,0.00,220.0,0.2997,1,0.23,1.000,tick
79.23,AiRacer (4),Overtake,178.5,1.00,0.00,220.0,0.2894,1,0.42,1.000,tick
79.23,AiRacer (5),Overtake,179.6,1.00,0.00,220.0,0.2878,1,0.21,1.000,tick
79.23,AiRacer (6),Overtake,180.4,1.00,0.00,220.0,0.2913,1,-0.14,1.000,tick
79.23,AiRacer (7),Overtake,179.1,1.00,0.00,220.0,0.2881,1,0.16,1.000,tick
79.28,AiRacer (3),Race,183.3,1.00,0.00,220.0,0.3004,1,0.22,1.000,state:Defend->Race
79.28,AiRacer (3),Defend,183.3,1.00,0.00,220.0,0.3004,1,0.22,1.000,state:Race->Defend
79.73,PLAYER,—,151.7,0.71,0.00,—,0.3894,1,-0.06,—,tick
79.73,AiRacer,Race,165.9,1.00,0.00,171.4,0.3745,1,0.77,1.000,tick
79.73,AiRacer (1),Overtake,184.5,1.00,0.00,220.0,0.3040,1,-0.24,1.000,tick
79.73,AiRacer (2),Overtake,183.4,1.00,0.00,220.0,0.3026,1,-0.22,1.000,tick
79.73,AiRacer (3),Defend,184.9,1.00,0.00,220.0,0.3067,1,0.09,1.000,tick
79.73,AiRacer (4),Overtake,180.6,1.00,0.00,220.0,0.2962,1,0.35,1.000,tick
79.73,AiRacer (5),Overtake,181.6,1.00,0.00,220.0,0.2946,1,-0.03,1.000,tick
79.73,AiRacer (6),Overtake,182.5,1.00,0.00,220.0,0.2982,1,-0.21,1.000,tick
79.73,AiRacer (7),Overtake,181.3,1.00,0.00,220.0,0.2949,1,-0.06,1.000,tick
80.23,PLAYER,—,153.5,1.00,0.00,—,0.3951,1,-0.54,—,tick
80.23,AiRacer,Race,168.0,0.68,0.00,171.4,0.3808,1,0.40,1.000,tick
80.23,AiRacer (1),Overtake,186.2,1.00,0.00,220.0,0.3111,1,-0.31,1.000,tick
80.23,AiRacer (2),Overtake,185.1,1.00,0.00,220.0,0.3097,1,-0.29,1.000,tick
80.23,AiRacer (3),Defend,186.4,1.00,0.00,220.0,0.3138,1,-0.09,1.000,tick
80.23,AiRacer (4),Overtake,182.4,1.00,0.00,220.0,0.3031,1,0.28,1.000,tick
80.23,AiRacer (5),Overtake,183.4,1.00,0.00,220.0,0.3016,1,-0.18,1.000,tick
80.23,AiRacer (6),Overtake,184.4,1.00,0.00,220.0,0.3052,1,-0.27,1.000,tick
80.23,AiRacer (7),Overtake,183.2,1.00,0.00,220.0,0.3019,1,-0.20,1.000,tick
80.56,AiRacer (1),Race,187.3,1.00,0.00,220.0,0.3157,1,-0.33,1.000,state:Overtake->Race
80.57,AiRacer (1),Overtake,187.3,1.00,0.00,220.0,0.3158,1,-0.33,1.000,state:Race->Overtake
80.73,PLAYER,—,158.5,1.00,0.00,—,0.4010,1,-0.75,—,tick
80.73,AiRacer,Race,167.5,0.70,0.00,170.9,0.3872,1,-0.05,1.000,tick
80.73,AiRacer (1),Overtake,187.8,1.00,0.00,220.0,0.3182,1,-0.33,1.000,tick
80.73,AiRacer (2),Overtake,186.6,1.00,0.00,220.0,0.3167,1,-0.34,1.000,tick
80.73,AiRacer (3),Defend,187.8,1.00,0.00,220.0,0.3209,1,-0.20,1.000,tick
80.73,AiRacer (4),Overtake,184.1,1.00,0.00,220.0,0.3101,1,0.23,1.000,tick
80.73,AiRacer (5),Overtake,185.0,1.00,0.00,220.0,0.3086,1,-0.28,1.000,tick
80.73,AiRacer (6),Overtake,186.1,1.00,0.00,220.0,0.3122,1,-0.32,1.000,tick
80.73,AiRacer (7),Overtake,184.9,1.00,0.00,220.0,0.3089,1,-0.29,1.000,tick
80.78,AiRacer (2),Race,186.8,1.00,0.00,220.0,0.3173,1,-0.34,1.000,state:Overtake->Race
80.78,AiRacer (2),Overtake,186.8,1.00,0.00,220.0,0.3174,1,-0.34,1.000,state:Race->Overtake
80.78,AiRacer (3),Race,188.0,1.00,0.00,220.0,0.3216,1,-0.21,1.000,state:Defend->Race
80.79,AiRacer (3),Defend,188.0,1.00,0.00,220.0,0.3217,1,-0.21,1.000,state:Race->Defend
81.12,AiRacer (6),Race,187.3,1.00,0.00,220.0,0.3177,1,-0.34,1.000,state:Overtake->Race
81.12,AiRacer (6),Overtake,187.3,1.00,0.00,220.0,0.3177,1,-0.34,1.000,state:Race->Overtake
81.24,PLAYER,—,162.5,0.71,0.00,—,0.4072,1,-0.67,—,tick
81.24,AiRacer,Race,172.0,1.00,0.00,220.0,0.3934,1,-0.77,1.000,tick
81.24,AiRacer (1),Overtake,189.2,1.00,0.00,220.0,0.3254,1,-0.14,1.000,tick
81.24,AiRacer (2),Overtake,188.0,1.00,0.00,220.0,0.3239,1,-0.23,1.000,tick
81.24,AiRacer (3),Defend,189.1,1.00,0.00,220.0,0.3281,1,-0.22,1.000,tick
81.24,AiRacer (4),Overtake,185.5,1.00,0.00,220.0,0.3171,1,0.20,1.000,tick
81.24,AiRacer (5),Overtake,186.4,1.00,0.00,220.0,0.3157,1,-0.33,1.000,tick
81.24,AiRacer (6),Overtake,187.6,1.00,0.00,220.0,0.3194,1,-0.34,1.000,tick
81.24,AiRacer (7),Overtake,186.4,1.00,0.00,220.0,0.3160,1,-0.33,1.000,tick
81.29,AiRacer (4),Race,185.7,1.00,0.00,220.0,0.3178,1,0.20,1.000,state:Overtake->Race
81.29,AiRacer (4),Overtake,185.7,1.00,0.00,220.0,0.3179,1,0.20,1.000,state:Race->Overtake
81.39,AiRacer (7),Race,186.9,1.00,0.00,220.0,0.3181,1,-0.34,1.000,state:Overtake->Race
81.39,AiRacer (7),Defend,186.9,1.00,0.00,220.0,0.3182,1,-0.34,1.000,state:Race->Defend
81.51,AiRacer (5),Race,187.1,1.00,0.00,220.0,0.3195,1,-0.34,1.000,state:Overtake->Race
81.51,AiRacer (5),Overtake,187.1,1.00,0.00,220.0,0.3195,1,-0.34,1.000,state:Race->Overtake
81.74,PLAYER,—,164.1,1.00,0.00,—,0.4134,1,-0.62,—,tick
81.74,AiRacer,Race,176.1,1.00,0.00,220.0,0.3998,1,-0.77,1.000,tick
81.74,AiRacer (1),Overtake,190.4,1.00,0.00,220.0,0.3326,1,0.05,1.000,tick
81.74,AiRacer (2),Overtake,189.2,1.00,0.00,220.0,0.3310,1,-0.02,1.000,tick
81.74,AiRacer (3),Defend,190.2,1.00,0.00,220.0,0.3353,1,-0.22,1.000,tick
81.74,AiRacer (4),Overtake,186.8,1.00,0.00,220.0,0.3242,1,0.19,1.000,tick
81.74,AiRacer (5),Overtake,187.6,1.00,0.00,220.0,0.3228,1,-0.32,1.000,tick
81.74,AiRacer (6),Overtake,188.9,1.00,0.00,220.0,0.3265,1,-0.16,1.000,tick
81.74,AiRacer (7),Defend,187.8,1.00,0.00,220.0,0.3231,1,-0.33,1.000,tick
82.24,PLAYER,—,168.0,1.00,0.00,—,0.4197,1,-0.70,—,tick
82.24,AiRacer,Race,179.8,1.00,0.00,220.0,0.4066,1,-0.77,1.000,tick
82.24,AiRacer (1),Overtake,191.5,1.00,0.00,220.0,0.3398,1,0.17,1.000,tick
82.24,AiRacer (2),Overtake,190.3,1.00,0.00,220.0,0.3382,1,0.13,1.000,tick
82.24,AiRacer (3),Defend,191.2,1.00,0.00,220.0,0.3425,1,-0.21,1.000,tick
82.24,AiRacer (4),Overtake,188.0,1.00,0.00,220.0,0.3313,1,0.21,1.000,tick
82.24,AiRacer (5),Overtake,188.8,1.00,0.00,220.0,0.3299,1,-0.11,1.000,tick
82.24,AiRacer (6),Overtake,190.1,1.00,0.00,220.0,0.3337,1,0.04,1.000,tick
82.24,AiRacer (7),Defend,189.0,1.00,0.00,220.0,0.3302,1,-0.29,1.000,tick
82.29,AiRacer (3),Race,191.2,1.00,0.00,219.1,0.3433,1,-0.20,1.000,state:Defend->Race
82.29,AiRacer (3),Defend,191.3,1.00,0.00,218.9,0.3433,1,-0.20,1.000,state:Race->Defend
82.74,PLAYER,—,170.4,1.00,0.00,—,0.4261,1,-0.55,—,tick
82.74,AiRacer,Race,183.1,1.00,0.00,220.0,0.4135,1,-0.70,1.000,tick
82.74,AiRacer (1),Overtake,192.2,0.36,0.00,194.1,0.3471,1,0.27,1.000,tick
82.74,AiRacer (2),Overtake,191.2,1.00,0.00,207.7,0.3455,1,0.23,1.000,tick
82.74,AiRacer (3),Defend,178.5,0.00,1.00,170.9,0.3498,1,-0.04,1.000,tick
82.74,AiRacer (4),Overtake,189.0,1.00,0.00,220.0,0.3385,1,0.23,1.000,tick
82.74,AiRacer (5),Overtake,189.8,1.00,0.00,220.0,0.3371,1,0.08,1.000,tick
82.74,AiRacer (6),Overtake,191.2,1.00,0.00,220.0,0.3410,1,0.16,1.000,tick
82.74,AiRacer (7),Defend,190.1,1.00,0.00,220.0,0.3375,1,-0.25,1.000,tick
82.90,AiRacer (7),Race,190.4,1.00,0.00,220.0,0.3397,1,-0.24,1.000,state:Defend->Race
82.90,AiRacer (7),Defend,190.4,1.00,0.00,220.0,0.3397,1,-0.24,1.000,state:Race->Defend
83.25,PLAYER,—,172.7,1.00,0.00,—,0.4326,1,0.04,—,tick
83.25,AiRacer,Race,186.0,1.00,0.00,220.0,0.4205,1,-0.40,1.000,tick
83.25,AiRacer (1),Overtake,167.6,0.00,0.00,164.1,0.3539,1,0.44,1.000,tick
83.25,AiRacer (2),Overtake,171.8,0.00,0.00,166.3,0.3525,1,0.40,1.000,tick
83.25,AiRacer (3),Defend,162.3,0.00,0.00,161.6,0.3561,1,0.30,1.000,tick
83.25,AiRacer (4),Overtake,190.0,1.00,0.00,206.1,0.3458,1,0.27,1.000,tick
83.25,AiRacer (5),Overtake,190.6,1.00,0.00,215.0,0.3444,1,0.20,1.000,tick
83.25,AiRacer (6),Overtake,190.3,0.00,0.00,186.2,0.3483,1,0.29,1.000,tick
83.25,AiRacer (7),Defend,191.1,1.00,0.00,208.3,0.3447,1,-0.15,1.000,tick
83.57,AiRacer (1),Race,162.6,0.00,0.00,157.8,0.3579,1,0.61,1.000,state:Overtake->Race
83.57,AiRacer (1),Defend,162.5,0.00,0.00,157.8,0.3580,1,0.61,1.000,state:Race->Defend
83.75,PLAYER,—,175.8,1.00,0.00,—,0.4393,1,0.23,—,tick
83.75,AiRacer,Race,188.6,1.00,0.00,198.7,0.4276,1,0.05,1.000,tick
83.75,AiRacer (1),Defend,159.7,0.00,0.00,157.8,0.3601,1,0.75,1.000,tick
83.75,AiRacer (2),Overtake,164.2,0.42,0.00,166.3,0.3589,1,0.67,1.000,tick
83.75,AiRacer (3),Defend,158.7,0.58,0.00,161.6,0.3622,1,0.77,1.000,tick
83.75,AiRacer (4),Overtake,171.5,0.00,0.00,166.5,0.3527,1,0.42,1.000,tick
83.75,AiRacer (5),Overtake,172.8,0.00,0.00,165.9,0.3515,1,0.36,1.000,tick
83.75,AiRacer (6),Overtake,167.2,0.00,0.00,165.0,0.3549,1,0.48,1.000,tick
83.75,AiRacer (7),Defend,166.6,0.00,0.00,160.0,0.3517,1,0.12,1.000,tick
83.78,AiRacer (2),Race,163.9,0.00,0.00,159.9,0.3593,1,0.69,1.000,state:Overtake->Race
83.78,AiRacer (2),Defend,163.9,0.00,0.00,159.9,0.3593,1,0.70,1.000,state:Race->Defend
83.80,AiRacer (3),Race,158.7,0.59,0.00,161.6,0.3627,1,0.77,1.000,state:Defend->Race
83.80,AiRacer (3),Defend,158.7,0.59,0.00,161.6,0.3628,1,0.77,1.000,state:Race->Defend
84.12,AiRacer (6),Race,162.6,0.00,0.00,158.6,0.3596,1,0.72,1.000,state:Overtake->Race
84.13,AiRacer (6),Defend,162.5,0.00,0.00,158.6,0.3597,1,0.72,1.000,state:Race->Defend
84.15,AiRacer (7),Race,159.9,0.01,0.00,160.0,0.3567,1,0.38,1.000,state:Defend->Race
84.25,PLAYER,—,169.9,0.00,1.00,—,0.4459,1,0.24,—,tick
84.25,AiRacer,Race,150.2,0.00,1.00,142.3,0.4342,1,0.54,1.000,tick
84.25,AiRacer (1),Defend,155.2,0.51,0.00,157.8,0.3660,1,0.77,1.000,tick
84.25,AiRacer (2),Defend,157.8,0.42,0.00,159.9,0.3649,1,0.77,1.000,tick
84.25,AiRacer (3),Defend,158.5,0.63,0.00,161.6,0.3681,1,0.77,1.000,tick
84.25,AiRacer (4),Overtake,164.2,0.45,0.00,166.5,0.3591,1,0.68,1.000,tick
84.25,AiRacer (5),Overtake,164.4,0.29,0.00,165.9,0.3579,1,0.60,1.000,tick
84.25,AiRacer (6),Defend,160.5,0.00,0.00,158.6,0.3611,1,0.77,1.000,tick
84.25,AiRacer (7),Race,158.7,0.25,0.00,160.0,0.3578,1,0.46,1.000,tick
84.29,AiRacer (4),Race,164.0,0.00,0.00,160.1,0.3596,1,0.72,1.000,state:Overtake->Race
84.29,AiRacer (4),Defend,163.9,0.00,0.00,160.1,0.3596,1,0.72,1.000,state:Race->Defend
84.51,AiRacer (5),Race,163.0,0.00,0.00,159.5,0.3611,1,0.77,1.000,state:Overtake->Race
84.51,AiRacer (5),Defend,163.0,0.00,0.00,159.5,0.3612,1,0.77,1.000,state:Race->Defend
84.75,PLAYER,—,119.7,0.00,0.71,—,0.4514,1,0.15,—,tick
84.75,AiRacer,Race,91.5,0.00,1.00,83.6,0.4388,1,0.65,1.000,tick
84.75,AiRacer (1),Defend,154.8,0.59,0.00,157.8,0.3719,1,0.77,1.000,tick
84.75,AiRacer (2),Defend,156.9,0.61,0.00,159.9,0.3709,1,0.77,1.000,tick
84.75,AiRacer (3),Defend,157.0,0.77,0.00,160.9,0.3741,1,0.77,1.000,tick
84.75,AiRacer (4),Defend,157.9,0.42,0.00,160.1,0.3651,1,0.77,1.000,tick
84.75,AiRacer (5),Defend,159.2,0.06,0.00,159.5,0.3640,1,0.77,1.000,tick
84.75,AiRacer (6),Defend,156.0,0.52,0.00,158.6,0.3671,1,0.77,1.000,tick
84.75,AiRacer (7),Race,157.1,0.60,0.00,160.0,0.3638,1,0.77,1.000,tick
85.07,AiRacer (1),Race,154.0,0.74,0.00,157.8,0.3756,1,0.77,1.000,state:Defend->Race
85.07,AiRacer (1),Defend,154.1,0.74,0.00,157.8,0.3756,1,0.77,1.000,state:Race->Defend
85.25,PLAYER,—,110.0,0.00,0.00,—,0.4555,1,-0.38,—,tick
85.25,AiRacer,Race,89.0,0.00,0.00,83.6,0.4423,1,0.64,1.000,tick
85.25,AiRacer (1),Defend,154.5,0.66,0.00,157.8,0.3777,1,0.70,1.000,tick
85.25,AiRacer (2),Defend,155.6,0.86,0.00,159.9,0.3768,1,0.74,1.000,tick
85.25,AiRacer (3),Defend,158.3,0.66,0.00,161.6,0.3801,1,0.58,1.000,tick
85.25,AiRacer (4),Defend,157.0,0.62,0.00,160.1,0.3711,1,0.77,1.000,tick
85.25,AiRacer (5),Defend,156.6,0.58,0.00,159.5,0.3699,1,0.77,1.000,tick
85.25,AiRacer (6),Defend,155.1,0.07,0.00,155.5,0.3729,1,0.77,1.000,tick
85.25,AiRacer (7),Race,156.9,0.62,0.00,160.0,0.3697,1,0.77,1.000,tick
85.28,AiRacer (2),Race,155.8,0.82,0.00,159.9,0.3771,1,0.72,1.000,state:Defend->Race
85.29,AiRacer (2),Defend,155.8,0.82,0.00,159.9,0.3771,1,0.72,1.000,state:Race->Defend
85.30,AiRacer (3),Race,158.4,0.65,0.00,161.6,0.3807,1,0.57,1.000,state:Defend->Race
85.30,AiRacer (3),Defend,158.4,0.65,0.00,161.6,0.3807,1,0.57,1.000,state:Race->Defend
85.63,AiRacer (6),Race,155.3,0.67,0.00,158.6,0.3773,1,0.71,1.000,state:Defend->Race
85.63,AiRacer (6),Defend,155.3,0.67,0.00,158.6,0.3774,1,0.71,1.000,state:Race->Defend
85.75,PLAYER,—,106.4,0.00,0.00,—,0.4595,1,0.03,—,tick
85.75,AiRacer,Race,86.6,0.00,0.00,83.6,0.4456,1,0.53,1.000,tick
85.75,AiRacer (1),Defend,155.2,1.00,0.00,164.9,0.3836,1,0.63,1.000,tick
85.75,AiRacer (2),Defend,156.7,0.64,0.00,159.9,0.3827,1,0.59,1.000,tick
85.75,AiRacer (3),Defend,159.5,0.33,0.00,161.2,0.3861,1,0.44,1.000,tick
85.75,AiRacer (4),Defend,156.5,0.71,0.00,160.1,0.3770,1,0.73,1.000,tick
85.75,AiRacer (5),Defend,155.5,0.82,0.00,159.5,0.3758,1,0.77,1.000,tick
85.75,AiRacer (6),Defend,155.4,0.64,0.00,158.6,0.3788,1,0.65,1.000,tick
85.75,AiRacer (7),Race,156.0,0.82,0.00,160.0,0.3756,1,0.77,1.000,tick
85.80,AiRacer (4),Race,156.6,0.70,0.00,160.1,0.3775,1,0.70,1.000,state:Defend->Race
85.80,AiRacer (4),Defend,156.6,0.70,0.00,160.1,0.3775,1,0.70,1.000,state:Race->Defend
86.02,AiRacer (5),Race,156.2,0.68,0.00,159.5,0.3789,1,0.63,1.000,state:Defend->Race
86.02,AiRacer (5),Defend,156.2,0.68,0.00,159.5,0.3789,1,0.63,1.000,state:Race->Defend
86.25,PLAYER,—,107.0,0.00,0.00,—,0.4635,1,0.41,—,tick
86.25,AiRacer,Race,87.7,1.00,0.00,123.4,0.4488,1,0.28,1.000,tick
86.25,AiRacer (1),Defend,157.4,1.00,0.00,189.9,0.3895,1,0.42,1.000,tick
86.25,AiRacer (2),Defend,155.5,1.00,0.00,169.6,0.3886,1,0.40,1.000,tick
86.25,AiRacer (3),Defend,162.7,1.00,0.00,220.0,0.3921,1,-0.21,1.000,tick
86.25,AiRacer (4),Defend,156.9,0.64,0.00,160.1,0.3829,1,0.57,1.000,tick
86.25,AiRacer (5),Defend,156.3,0.64,0.00,159.5,0.3818,1,0.59,1.000,tick
86.25,AiRacer (6),Defend,157.0,1.00,0.00,162.4,0.3847,1,0.60,1.000,tick
86.25,AiRacer (7),Race,156.8,0.64,0.00,160.0,0.3815,1,0.58,1.000,tick
86.57,AiRacer (1),Race,160.3,1.00,0.00,220.0,0.3933,1,-0.01,1.000,state:Defend->Race
86.58,AiRacer (1),Defend,160.3,1.00,0.00,220.0,0.3933,1,-0.01,1.000,state:Race->Defend
86.75,PLAYER,—,103.6,0.00,0.00,—,0.4675,1,0.81,—,tick
86.75,AiRacer,Race,91.1,0.00,0.00,83.6,0.4522,1,-0.23,1.000,tick
86.75,AiRacer (1),Defend,161.9,1.00,0.00,220.0,0.3955,1,-0.21,1.000,tick
86.75,AiRacer (2),Defend,160.0,1.00,0.00,220.0,0.3945,1,-0.25,1.000,tick
86.75,AiRacer (3),Defend,166.5,1.00,0.00,220.0,0.3983,1,-0.77,1.000,tick
86.75,AiRacer (4),Defend,159.0,1.00,0.00,181.8,0.3889,1,0.34,1.000,tick
86.75,AiRacer (5),Defend,156.7,1.00,0.00,163.0,0.3877,1,0.46,1.000,tick
86.75,AiRacer (6),Defend,159.2,1.00,0.00,212.1,0.3907,1,0.22,1.000,tick
86.75,AiRacer (7),Race,157.4,1.00,0.00,162.7,0.3875,1,0.43,1.000,tick
86.79,AiRacer (2),Race,160.3,1.00,0.00,220.0,0.3949,1,-0.29,1.000,state:Defend->Race
86.79,AiRacer (2),Defend,160.3,1.00,0.00,220.0,0.3949,1,-0.29,1.000,state:Race->Defend
86.80,AiRacer (3),Race,166.9,1.00,0.00,220.0,0.3989,1,-0.77,1.000,state:Defend->Race
86.80,AiRacer (3),Defend,166.9,1.00,0.00,220.0,0.3989,1,-0.77,1.000,state:Race->Defend
